,customer_unique_id,product_id,review_score
486,928abb7e0e74f50a0b0136df20196cd1,362b773250263786dd58670d2df42c3b,1
487,928abb7e0e74f50a0b0136df20196cd1,362b773250263786dd58670d2df42c3b,1
489,f48a9bdc7d38b43bba4082517ea1bc07,52c80cedd4e90108bf4fa6a206ef6b03,5
494,729e9d3fa93475add3ea25424e83e1ad,06c6e01186af8b98ee1fc9e01f9471e9,4
503,120f875c7db31f3a391a0feacbe05fa5,0bcc3eeca39e1064258aa1e932269894,5
513,26a2b0baec2ef2e226f1297de4b6a86f,e0d64dcfaa3b6db5c54ca298ae101d05,1
516,c42d503ed3de454cd24b5d1508bcf5b2,617186c3d97ea56c9c683a8a3974e8c1,4
517,7bf1c59401206e31a78523077f3a1144,656e0eca68dcecf6a31b8ececfabe3e8,5
530,8fd232dc0c1648e549e2811728f6076d,8c591ab0ca519558779df02023177f44,4
531,8fd232dc0c1648e549e2811728f6076d,8c591ab0ca519558779df02023177f44,4
534,c45221bb4573f66bdd4daf43fe2d4b3b,e0cf79767c5b016251fe139915c59a26,5
543,d6735445f2f7ba25a4c7fe937c24bf70,73326828aa5efe1ba096223de496f596,5
546,1c3e4aa255e596013fc2b6dffc8041bd,0bcc3eeca39e1064258aa1e932269894,5
553,30a8328a39c99665deea9fe8954e8339,461f43be3bdf8844e65b62d9ac2c7a5a,5
573,97d007095d1f9c6c5dbb15c3c1aecf5d,d285360f29ac7fd97640bf0baef03de0,5
576,67fcfe4915b93624867d350b8191ff7b,154e7e31ebfa092203795c972e5804a6,5
577,55a269f324455e78349e7b9b7e7e5911,84f456958365164420cfc80fbe4c7fab,2
578,e145a017a309c275c23443e1240c7547,fc1d8637c0268af3db482c14b7ef8e75,5
582,af4a4064051073083caa2b1d8e2e6ced,7e0dc102074f8285580c9777f79c90cf,5
584,dc7993c491aef54414c4ff0a5be472ab,ea44caac707f7f1325182a538007f838,3
596,63df651d5e8adb6a0e4baeb66a0eea37,b1acb7e8152c90c9619897753a75c973,5
597,63df651d5e8adb6a0e4baeb66a0eea37,b1acb7e8152c90c9619897753a75c973,5
605,c29bc878f4400d62f9d33ddd8d13236b,f7a17d2c51d9df89a4f1711c4ac17f33,4
613,1145616de76e14f4e7fd5452c2be149c,35afc973633aaeb6b877ff57b2793310,5
616,40c4c308279011b2e5b85c75579f415d,42a2c92a0979a949ca4ea89ec5c7b934,5
619,9b05b38d7d9ef19a89815c217b30fd37,89b121bee266dcd25688a1ba72eefb61,1
625,6995203f8a5ddbd2fad3a9df1e099a51,2136c70bbe723d338fab53da3c03e6dc,4
639,a50381d8ac7b457ced2071af9ef0caed,41c24b8ce92d1a2cac62db5edfd088b2,4
644,9af871b776e8c4ce28cc3a468ec98de9,c6dd917a0be2a704582055949915ab32,5
648,f102240598836332442c455abbcecfbc,634256dbcd184b3757ffd7632c9fe52a,5
649,1aecc1804f168ed275ad536517843133,cac9e5692471a0700418aa3400b9b2b1,4
661,9e1a43ff4b344d86253ffc4afe5fb870,386486367c1f9d4f587a8864ccb6902b,1
663,4cbdc0f2029c78a012c400623a82e55f,aca2eb7d00ea1a7b8ebd4e68314663af,5
675,5b424d5287408acfeb03ad7fed722545,5a848e4ab52fd5445cdc07aab1c40e48,5
678,b310264264a53605778ac08833bd5514,0d85c435fd60b277ffb9e9b0f88f927a,5
707,0062adafa3846d9f372d8f1bde591b24,9545d45c37449ccbc376de3a04c66e71,5
708,fe78f9a2d0726d03ff9fc4307d3fa5df,d017a2151d543a9885604dc62a3d9dcc,5
713,78c5f76b60a3a2588635aadc70e34df7,2b4609f8948be18874494203496bc318,4
714,78c5f76b60a3a2588635aadc70e34df7,2b4609f8948be18874494203496bc318,5
716,af4d3cd0b29b208c971ff6ad78b41b79,aca2eb7d00ea1a7b8ebd4e68314663af,5
717,99172dcdec60d7c00f2f6cedcdab4c3e,3dd2a17168ec895c781a9191c1e95ad7,4
722,04a710ba27c70647fb2a4ffc6fe48e43,389d119b48cf3043d311335e499d9c6b,5
724,6c3974f2a296fbcb0aa071279dbf6f24,18b0e642cbae7251e60a64aa07dd9eb9,5
726,42398dee8f2098eec5579129cc1a6f5e,53b36df67ebb7c41585e8d54d6772e08,5
735,61b1cf555fffb6c8845d81e8aa44f7e5,06edb72f1e0c64b14c5b79353f7abea3,5
739,79066fb583868e4fdd17fc83a96db5e8,41c24b8ce92d1a2cac62db5edfd088b2,5
741,2699b1bdee690329303fb2c0aada1c1b,422879e10f46682990de24d770e7f83d,5
742,2699b1bdee690329303fb2c0aada1c1b,422879e10f46682990de24d770e7f83d,5
743,2761fee7f378f0a8d7682d8a3fa07ab1,99a4788cb24856965c36a24e339b6058,5
752,ed2e7c127faf8aacf910fb4ecb881966,eb8c629f70275fd1c4f809116cce1efc,5
753,ed2e7c127faf8aacf910fb4ecb881966,eb8c629f70275fd1c4f809116cce1efc,5
761,31a5a2b6f59607a0c7ba435e40316362,6a8631b72a2f8729b91514db87e771c0,5
773,e308f9114426577f05baf25b11250386,6f3b5b605d91b7439c5e3f5a8dffeea7,2
775,f8945c1122a948f727f6cc5f56f02532,af51d485dc5255ba2e18b21b550156e6,5
782,293c9db44b6588c4e52fbef455fccde8,595fac2a385ac33a80bd5114aec74eb8,5
790,a267191e13807d158926cae6307fa9df,8c5876b1c7768217964f353bc7e64393,4
821,18aef158fe07c1e9ca8e1a5e3b7b723a,08574b074924071f4e201e151b152b4e,1
822,30252a1d57cd506ae0f8e4d17ea834c9,43423cdffde7fda63d0414ed38c11a73,5
827,961efa774ea7c0d0a4514295647e78d5,3dd2a17168ec895c781a9191c1e95ad7,5
831,8106dda85e61ac65b597178f5eb9ee99,363218ba55c610b750224f90bdd34be1,5
835,13613cae6e3bfea8327a916246c96cc9,19421075ae0b585f2dc13ff149e2119d,5
836,13613cae6e3bfea8327a916246c96cc9,19421075ae0b585f2dc13ff149e2119d,5
843,318a8173e6ffb6811284913d9e25bae9,43423cdffde7fda63d0414ed38c11a73,5
845,83ec837051b48b7b5bd1c090ade0b5ef,93c902b021a9e594f658ab1b0351602a,3
847,cbddc85ed8c77a56bc0ba0cfbf057242,5a848e4ab52fd5445cdc07aab1c40e48,4
849,264f33eb52366d6efeae97a7de43a1e6,18b0e642cbae7251e60a64aa07dd9eb9,3
857,a2346489c23a35ba85d17038fa1cb7da,0aabfb375647d9738ad0f7b4ea3653b1,4
863,f3df2c0b7cf3814b81b37ff6273f76cd,ea44caac707f7f1325182a538007f838,2
867,6bb3b4d34fb8f3c620d799442a568788,41c24b8ce92d1a2cac62db5edfd088b2,5
882,0826e933ca018e8b6d1ceaad86d82691,130482add9fd75ccb6c57ba007694a2d,5
896,bdaae7d0dda6bb655f833ebdceaf178e,7a10781637204d8d10485c71a6108a2e,1
901,ac61539bd1e37ef9fc8b951720d90bdb,777d2e438a1b645f3aec9bd57e92672c,4
908,6d06583742c138d70b952a6f5f4fd62c,e0d64dcfaa3b6db5c54ca298ae101d05,5
913,db87b9a23aca22405ab394338f087a68,5a6e53c3b4e8684b13388d6aa4afdf12,4
919,f9cf4bd5f758bdbcb0f8397c6bd49d3c,165f86fe8b799a708a20ee4ba125c289,5
928,a8953e3d7677addada63eee79b91e7ff,36f60d45225e60c7da4558b070ce4b60,5
929,a8953e3d7677addada63eee79b91e7ff,e53e557d5a159f5aa2c5e995dfdf244b,5
932,71d51db38ef92c129499061c9cb227f9,3dd2a17168ec895c781a9191c1e95ad7,5
938,9bedaa421783554848ab968c22aa6dfe,29427de7f8a9ee983d9dbc51cec569b4,5
944,7e8ace5e83e019d284a1cf0108b57f94,e9a69340883a438c3f91739d14d3a56d,5
948,1b51dc88a783a437b7ab446fb12b4d23,473795a355d29305c3ea6b156833adf5,5
951,843c7e9e24758cfbc00dd941be3de79b,4fe644d766c7566dbc46fb851363cb3b,5
955,2ce81600d264e61fe46c8cadffd18db5,d63c1011f49d98b976c352955b1c4bea,4
968,04b851412c9787a6db795f277ef20e8d,a62e25e09e05e6faf31d90c6ec1aa3d1,5
969,c7ebaf88b0022b8aa6893bf62abaf74f,99a4788cb24856965c36a24e339b6058,5
982,a6287dcde3fcf9870d4254398a407d27,0a57f7d2c983bcf8188589a5fea4a8da,1
985,84534c29f49cfc37bda78a29e6c6b629,aca2eb7d00ea1a7b8ebd4e68314663af,2
987,0788a5e2db8d16e610407f3ee826b813,d63c1011f49d98b976c352955b1c4bea,5
996,eb8367e178d144706a4ff3da62d284cb,880be32f4db1d9f6e2bec38fb6ac23ab,4
1004,67b05b597a66b5c449025000b9430abb,53b36df67ebb7c41585e8d54d6772e08,5
1007,b5e13878ce7c196e0ba76d57dd55b485,b0961721fd839e9982420e807758a2a6,5
1011,ece98a5dccb1e985d69a38d4e0f054e5,88dd63919fc9ab693803578a04a20209,5
1016,e2f3d2f1536b4b6917e6acfa7d50dd1d,52c80cedd4e90108bf4fa6a206ef6b03,5
1021,854de56486b249c1dd6b2e23ee5ea8b9,22c5ddc22ea8cae84fc9917def682dc6,5
1024,5922ce0b65492e91ac07ffa3b77b2cff,25f86162fee18735fffdb762dcb10d7c,5
1033,3841e1601654a5e39f3455f9c8a14f41,2028bf1b01cafb2d2b1901fca4083222,5
1036,eab27a5d81262bace5fc81727514d49d,8c591ab0ca519558779df02023177f44,5
1037,022e9ef39a8047a24a813f57ad382b94,5f504b3a1c75b73d6151be81eb05bdc9,4
1045,7be63f0ed4d9c76ed55844021da8d5e5,3dd2a17168ec895c781a9191c1e95ad7,5
1059,01bfd443225216fd172d2af98ae80068,d1c427060a0f73f6b889a5c7c61f2ac4,4
1064,144b9f1cf244df05e042b5262ecf97d1,11875b30b49585209e608f40e8082e65,5
1079,243bf34f2f9c8c7b941e3ad4783a4b10,99a4788cb24856965c36a24e339b6058,5
1080,e48c34104caa1c6ad2fbcaddabe30092,389d119b48cf3043d311335e499d9c6b,4
1084,3b460ededc4c23cb9eae28c706b3a310,5411e9269501a870cabf632f05655131,5
1087,e283ddc5beefba674d4dbcba24e37d04,2fea0f2cec6b6324a277d4a61c2ed2c6,5
1097,82b2b6a27479a25369741ff265a19a49,595fac2a385ac33a80bd5114aec74eb8,2
1112,b3285dd7fd409eaa193f78dbd67f70d2,c9c6fde711572c1ad99ca12728c6af00,5
1116,6ce73016161f051b4267667a28bb417e,6cdd53843498f92890544667809f1595,5
1124,b4b26faae91bc1b8f9458d29bc3c200c,19c91ef95d509ea33eda93495c4d3481,5
1125,9e80855aee7a17e3e214da66f7d1c08f,bb50f2e236e5eea0100680137654686c,5
1127,12bc33b0d41518a36034c53c10e37129,a62e25e09e05e6faf31d90c6ec1aa3d1,5
1131,43f0b8fa25a050c02dc18e166ed574ef,11875b30b49585209e608f40e8082e65,5
1132,43f0b8fa25a050c02dc18e166ed574ef,11875b30b49585209e608f40e8082e65,5
1133,bb4a329975df85aa69684e124f0b48b1,42a2c92a0979a949ca4ea89ec5c7b934,1
1138,f1bb87ce3b511f772f77765bd3fcef6a,f264c1d9b20b5e4a340254d0405e613b,3
1146,c7770d8b16c2c8d608209bd7df488678,165f86fe8b799a708a20ee4ba125c289,5
1151,49823ffcaa3d1b5b5e95aebc40ca0c9b,5a848e4ab52fd5445cdc07aab1c40e48,5
1153,74ef2468836d147c610bc829ecd77677,a92930c327948861c015c919a0bcb4a8,4
1171,6991221485787f31e830a729531c20f2,e0d64dcfaa3b6db5c54ca298ae101d05,5
1179,970875880538c798adfc5a56a7fdd734,7814c273ab16783d73a9863ebfa8b141,5
1185,788d87eeb999019a75d8ba69017398b7,0d85c435fd60b277ffb9e9b0f88f927a,5
1187,2e642fa075db8661dab42c957cfe6290,3dd2a17168ec895c781a9191c1e95ad7,5
1191,ced43e4c9c807745b25ad6c5d519859e,8c5876b1c7768217964f353bc7e64393,4
1212,dc4ece065a1fe9ac265d3908bc3e88e6,bd6e6fce9ada76ea2db0f1912e8e478f,1
1216,b0cb09eb848eddd6485a6a38e5a2f134,0152f69b6cf919bcdaf117aa8c43e5a2,5
1231,97a9cbfee4f4914fdb7761206d1bd014,aca2eb7d00ea1a7b8ebd4e68314663af,3
1246,c143cec5225978d71e218834a2c37920,5a848e4ab52fd5445cdc07aab1c40e48,5
1261,319735848583373563cb47f6f112b6c5,bbaef2eadf31fe3ea6702077398be06c,5
1262,319735848583373563cb47f6f112b6c5,bbaef2eadf31fe3ea6702077398be06c,5
1267,35bd5e295fe699acc2e24b0de1e53663,d1c427060a0f73f6b889a5c7c61f2ac4,4
1282,ecc8e39e03d252a504520ec827882930,ec2d43cc59763ec91694573b31f1c29a,5
1309,0946262550402fc07495e24ad9f252f2,4fe644d766c7566dbc46fb851363cb3b,1
1312,46df7382c666159526532d5ffe8138b3,78efe838c04bbc568be034082200ac20,4
1313,8335867dab25b0b9e2ba0f5e6299c870,f1c7f353075ce59d8a6f3cf58f419c9c,5
1315,16958e0580aabd51c43765569afea366,629e019a6f298a83aeecc7877964f935,4
1316,d20f34444ce44ca683d46e9da98456e1,f71973c922ccaab05514a36a8bc741b8,5
1317,2e22a2c99a49984d1ef90e308770ebe4,f4f67ccaece962d013a4e1d7dc3a61f7,1
1319,6ba32efcb359d12143b1bf24b7592c81,75d6b6963340c6063f7f4cfcccfe6a30,5
1324,eea69b2b4f7272b279bd2e0e9b106132,18b0e642cbae7251e60a64aa07dd9eb9,5
1330,f845965c44b627242d3fe2ff76fcb908,53b36df67ebb7c41585e8d54d6772e08,5
1334,e65a6776046796b39fe251f71b6abd6f,d017a2151d543a9885604dc62a3d9dcc,2
1335,45717be4d89508e2acd37fedec782c0f,431d674f9a4fbd0957ecf6ba3fcb6899,5
1342,0567862a60d6b41efcb7f0e4d20aac8f,93c902b021a9e594f658ab1b0351602a,5
1344,9b61c2fdf2c0a670763b67aad64dab3d,08574b074924071f4e201e151b152b4e,5
1354,429bc087ae0c9ec6f0b3a0d42d5bf9c9,93c902b021a9e594f658ab1b0351602a,1
1355,ee2bbda93ed3cbef0bfde31a62f807e7,84f456958365164420cfc80fbe4c7fab,3
1372,8c2e1b595fa98d5f22cb089e0e70d9cc,6f3b5b605d91b7439c5e3f5a8dffeea7,5
1376,273d136f7121c493a5c994c4838fa350,3fbc0ef745950c7932d5f2a446189725,5
1377,18e362d58b54666925aacfd86ff84213,89b121bee266dcd25688a1ba72eefb61,3
1378,4e17943c8edf2f66d70f0e97b81aaf17,2028bf1b01cafb2d2b1901fca4083222,3
1383,0647d94e80c8033ef27686bdb447e105,5a848e4ab52fd5445cdc07aab1c40e48,5
1387,825ace36a4828de05694b8047f6dd905,ea44caac707f7f1325182a538007f838,5
1399,6b75c62f41f50b0c278ab548066a100e,53759a2ecddad2bb87a079a1f1519f73,5
1404,6df827ed74b2b39a2b18b83ba11949c5,368c6c730842d78016ad823897a372db,5
1407,62049cfbc68cd893920204de3b5c057d,c4baedd846ed09b85f78a781b522f126,1
1411,d9f68ddf6447c3192acfef75203bf30f,363218ba55c610b750224f90bdd34be1,5
1414,561e71dc2bf45afd3c2c7130bed4e370,cec09725da5ed01471d9a505e7389d37,5
1427,031f055c013d9b147263937cc2d5b6a2,363218ba55c610b750224f90bdd34be1,5
1431,a356a8567cf4cd5ce32a18e6e7fcabc8,af51d485dc5255ba2e18b21b550156e6,4
1432,f4371991881a328886a134bbc99cec9e,43423cdffde7fda63d0414ed38c11a73,3
1433,f4371991881a328886a134bbc99cec9e,43423cdffde7fda63d0414ed38c11a73,3
1434,f4371991881a328886a134bbc99cec9e,43423cdffde7fda63d0414ed38c11a73,3
1435,f4371991881a328886a134bbc99cec9e,43423cdffde7fda63d0414ed38c11a73,3
1436,f4371991881a328886a134bbc99cec9e,43423cdffde7fda63d0414ed38c11a73,3
1437,f4371991881a328886a134bbc99cec9e,43423cdffde7fda63d0414ed38c11a73,3
1442,578a719055f199cc37fc781c943a51dd,437c05a395e9e47f9762e677a7068ce7,5
1453,edf55e0391148600e839275491f147e5,c6336fa91fbd87c359e44f5dca5a90ed,4
1465,7e7fc3003584df59be31abba5784d8e5,99a4788cb24856965c36a24e339b6058,5
1473,886fa36372fc4428557e3352f37ffc55,aca2eb7d00ea1a7b8ebd4e68314663af,5
1485,ebe45b12f9bb37fb0832dcc00b58c4ce,6c3effec7c8ddba466d4f03f982c7aa3,3
1498,d453631105ef4efe9324ff9163c93895,25f86162fee18735fffdb762dcb10d7c,1
1518,e8cb0c78d44d572d96674d666f082fed,d5991653e037ccb7af6ed7d94246b249,5
1519,e8cb0c78d44d572d96674d666f082fed,d5991653e037ccb7af6ed7d94246b249,5
1520,e8cb0c78d44d572d96674d666f082fed,d5991653e037ccb7af6ed7d94246b249,5
1525,390ab7d275c35f0bfb2be964ff5ffbe4,3354a4e684f5e7199f9407db70ccd92b,5
1528,f2ee0221f86c32532028f6be7f94f07b,3fbc0ef745950c7932d5f2a446189725,5
1537,879f4eb9f58eadb8f2f204919b162935,36f60d45225e60c7da4558b070ce4b60,3
1553,25f24493ded5ebebc26a69b5db344e35,2b4609f8948be18874494203496bc318,5
1559,c4854939d499d4786a9273c855fa6b77,64fb265487de2238627ce43fe8a67efc,5
1589,835019738f3ba3c7c85fb00d0a9638d2,aca2eb7d00ea1a7b8ebd4e68314663af,1
1590,835019738f3ba3c7c85fb00d0a9638d2,aca2eb7d00ea1a7b8ebd4e68314663af,1
1601,225f33b719e0dffa058cf6485e08fecc,25f86162fee18735fffdb762dcb10d7c,5
1603,edf6f64d9bb54ba61b4c3a008416501e,bb50f2e236e5eea0100680137654686c,5
1619,abb30df339614118b0728ba40e31780e,c3ba4e8d3cb30049213b682e751e9d00,5
1622,7e04891cacaba45a6160a80c09758633,634256dbcd184b3757ffd7632c9fe52a,5
1628,bf9d1e2df54a068d1a9ea18fa1f22491,aca2eb7d00ea1a7b8ebd4e68314663af,4
1644,c8dbfbb4a47a215d79659c927e786a58,2a2d22ae30e026f1893083c8405ca522,4
1647,c7b748bd163c5b69c546cc17f5d740ab,11875b30b49585209e608f40e8082e65,5
1667,2c7ad76b7694988382706caa2b5b33f9,165f86fe8b799a708a20ee4ba125c289,5
1672,bbb4489598feac603a21e4560d04699e,154e7e31ebfa092203795c972e5804a6,4
1674,d7777e57eeb396debfd5a74a8cbb4c1a,4c2394abfbac7ff59ec7a420918562fa,3
1694,126646ff7e983d825b46a004555996bc,7fb04722aba7a2b632bac8f9819796f3,4
1699,4e7d084161eec682220d0adeec4eec8f,19421075ae0b585f2dc13ff149e2119d,5
1700,4e7d084161eec682220d0adeec4eec8f,19421075ae0b585f2dc13ff149e2119d,5
1705,44c25e0d681c18ccc5461789f3cac74f,2028bf1b01cafb2d2b1901fca4083222,3
1707,58679291a77a997657d7a3dda51a784e,b623b7cb05ee3248fbe4a6ecbeed79a4,4
1726,f9b752c739b24875babd3d3207928767,2fea0f2cec6b6324a277d4a61c2ed2c6,5
1735,03f05c2a180d57b7451f87cb4864ba53,7a10781637204d8d10485c71a6108a2e,5
1736,a3b2490482986f1638e702550961658d,f1c7f353075ce59d8a6f3cf58f419c9c,5
1737,3b54ec3e11e5befee527b120ef8b0f02,165f86fe8b799a708a20ee4ba125c289,5
1745,0dbf75634e9cdb8dfef760501cf983a8,bb50f2e236e5eea0100680137654686c,5
1747,620b267bdbb662197c42079245841d2a,cec09725da5ed01471d9a505e7389d37,5
1750,4c11b2afb93173f9689f48c685739e0a,4413a608a42bd21bbf9d5abbd58c249a,5
1754,39583d496cc15d47bfea1d9808e9406c,2136c70bbe723d338fab53da3c03e6dc,3
1771,6e5dd140cba7cbcb0c66aaff5e796786,29427de7f8a9ee983d9dbc51cec569b4,5
1783,cabd63ea066284b36b128a865fb15e2a,368c6c730842d78016ad823897a372db,5
1792,147375750bdc81b55b75dc08daf84c8a,6cdd53843498f92890544667809f1595,5
1793,5faabfe6772088c4d906b63fa81ac63d,cd48f265a63e13b762601f5f794c5fca,4
1794,11cd4821f3f646fae625b1f043fb5ec3,75d6b6963340c6063f7f4cfcccfe6a30,5
1795,462bb3bbbb472504944511257137ebc8,154e7e31ebfa092203795c972e5804a6,5
1801,7c5f2513d8feafd1ee95553ba1269a56,8c292ca193d326152e335d77176746f0,3
1809,9794264dd1bdfd78006c7cb741b42fea,389d119b48cf3043d311335e499d9c6b,5
1826,7c4c172f6ad96039c75d87385d74d0b8,c6dd917a0be2a704582055949915ab32,5
1839,019441bdb2c9b0b1990cac725c427960,fbc1488c1a1e72ba175f53ab29a248e8,5
1843,16fd4a65560ace047d491ce149537337,0d85c435fd60b277ffb9e9b0f88f927a,4
1844,7c534bad6850d94161a9cf12e8171339,19c91ef95d509ea33eda93495c4d3481,5
