,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_n_epochs,param_lr_all,param_reg_all
46,3.461713816623493,3.452948972233049,3.4530801293573865,3.455914306071309,0.004101222787696499,14,3.003654211328703,2.9943529684599812,2.9945194556740016,2.997508878487562,0.004345938049444442,27,4.5370105902353925,0.019460455594325295,1.3421876430511475,0.1919480438673104,"{'n_factors': 50, 'n_epochs': 10, 'lr_all': 0.005, 'reg_all': 0.4}",50,10,0.005,0.4
47,3.4793262412425046,3.4710326617480165,3.470261451703025,3.4735401182311825,0.004103503044959759,28,3.0464766241211603,3.0384068097238797,3.037479249575512,3.0407875611401836,0.00404055855531104,39,4.549535671869914,0.05411129484088033,1.3334112962086995,0.18811658655001853,"{'n_factors': 50, 'n_epochs': 10, 'lr_all': 0.005, 'reg_all': 0.6}",50,10,0.005,0.6
48,3.4684285922271703,3.462711772988405,3.459625917040612,3.4635887607520623,0.0036467888398074673,17,2.9412246914724505,2.93170717069944,2.931745443183539,2.9348924351184764,0.0044776086694493485,7,9.13983670870463,0.06356343611940878,1.477074384689331,0.17848177375084306,"{'n_factors': 50, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.02}",50,20,0.002,0.02
49,3.4706023765839795,3.462081552347535,3.4625268446318063,3.4650702578544403,0.003916020474316395,20,3.0129924821015637,3.00446756066153,3.005642830298127,3.007700957687074,0.003772310313458231,31,9.048185586929321,0.06059978022877793,1.2933212916056316,0.22354541963970298,"{'n_factors': 50, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.4}",50,20,0.002,0.4
50,3.488424418589024,3.4794182203283355,3.4794019934490636,3.4824148774554744,0.004249392451066536,37,3.054924136495336,3.046969189084756,3.047300900132549,3.04973140857088,0.003674309506821103,47,9.002477327982584,0.03396525468224858,1.3517251014709473,0.19199938341084402,"{'n_factors': 50, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.6}",50,20,0.002,0.6
51,3.5938167725517767,3.5975279187229887,3.595379423387317,3.5955747048873605,0.001521348661379096,72,2.973280374389999,2.974913495817972,2.973937198841485,2.974043689683152,0.0006709578348129691,20,9.040427923202515,0.027428435881833097,1.361141045888265,0.1649165916466516,"{'n_factors': 50, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.02}",50,20,0.005,0.02
52,3.444965449817896,3.4380079461190105,3.437634160412165,3.4402025187830234,0.003371356104089508,3,2.967393005841066,2.959329886425144,2.9589391331544697,2.961887341806893,0.003896359358214861,11,9.127490679423014,0.06843783818729667,1.4704755942026775,0.17929344193702368,"{'n_factors': 50, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.4}",50,20,0.005,0.4
53,3.4606615899230864,3.4529299860844094,3.4518182121201444,3.455136596042547,0.003933037704023431,8,3.0145564358337773,3.0065700953548764,3.005437314523155,3.00885461523727,0.0040582316912047625,34,9.061485370000204,0.0904421115616587,1.3285577297210693,0.18731659745711848,"{'n_factors': 50, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.6}",50,20,0.005,0.6
54,3.5435950944821557,3.5328723464812537,3.5332748880539095,3.536580776339106,0.004962593689349882,60,3.067617486654166,3.0594902561470763,3.0600442347315844,3.062383992510942,0.0037075435514090523,56,3.589005629221598,0.026613804522054536,1.348533074061076,0.18063472794473673,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.002, 'reg_all': 0.02}",100,5,0.002,0.02
55,3.5601001752289574,3.550203973167986,3.549482323102946,3.55326215716663,0.004844176088846758,66,3.1216907519831074,3.115064047151594,3.1140317004257256,3.1169288331868086,0.0033934582073461817,68,3.588104327519735,0.03195309784545746,1.378989617029826,0.2120184305594422,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.002, 'reg_all': 0.4}",100,5,0.002,0.4
56,3.5717778132243825,3.5621195438230226,3.5615924032644393,3.5651632534372815,0.004682148379748786,70,3.1530032170462716,3.1467383366843937,3.145972243658503,3.14857126579639,0.003149430482069029,72,3.547753175099691,0.02391140022523455,1.3841217358907063,0.19933440548127448,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.002, 'reg_all': 0.6}",100,5,0.002,0.6
57,3.478492798238664,3.472257783840994,3.471161481588089,3.473970687889249,0.0032287852376858706,29,2.9760152260373096,2.968353408480396,2.968735670033594,2.9710347681837668,0.0035251715132696587,19,3.546010732650757,0.019351098238695612,1.4647518793741863,0.17592380492113888,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.005, 'reg_all': 0.02}",100,5,0.005,0.02
