n_books,image_based,data_based,mixed_model
200.0,0.9002155595882967,0.5078447944495322,0.3192459927800834
500.0,0.34452510012015486,0.2619217110752518,0.2624776601916042
1000.0,0.2754480821410695,0.306965565602092,0.25571137964467533
1500.0,0.2562468715857687,0.2784746242130866,0.2593371016893729
2000.0,0.26160425565050316,0.25170458957348,0.2447303882471208
2500.0,0.2750329666627173,0.262898893064209,0.2536146557680163
3000.0,0.2578632467392792,0.26038091224502224,0.24244932118543525
3300.0,0.2747138775986415,0.2566070716736433,0.2449986947998894
3382.0,0.26229178074449594,0.2370720447543102,0.23742936281513655
